CustomerId,Geography,Balance,EstimatedSalary
15713621,Germany,134318.21,198064.52
15713621,Germany,134318.21,198064.52
15616550,Germany,116363.37,198059.16
15616550,Germany,116363.37,198059.16
15719579,Germany,84521.48,198017.05
15719579,Germany,84521.48,198017.05
15657957,Germany,113674.2,197861.16
15657957,Germany,113674.2,197861.16
15652048,Germany,105007.31,197812.16
15652048,Germany,105007.31,197812.16
15750811,Germany,116822.7,197643.24
15750811,Germany,116822.7,197643.24
15666548,Germany,111920.13,197634.11
15666548,Germany,111920.13,197634.11
15724466,Germany,84113.41,197548.63
15724466,Germany,84113.41,197548.63
15743617,Germany,95994.98,197529.23
15743617,Germany,95994.98,197529.23
15770995,Germany,131160.85,197444.69
15770995,Germany,131160.85,197444.69
15573319,Germany,178317.6,197428.64
15573319,Germany,178317.6,197428.64
15624703,Germany,129847.75,197325.4
15624703,Germany,129847.75,197325.4
15795519,Germany,128743.8,197322.13
15795519,Germany,128743.8,197322.13
15693683,Germany,97086.4,197276.13
15693683,Germany,97086.4,197276.13
15670587,Germany,111363.1,197264.35
15670587,Germany,111363.1,197264.35
15804602,Germany,99785.28,197238.03
15804602,Germany,99785.28,197238.03
15616454,Germany,111905.43,197221.81
15616454,Germany,111905.43,197221.81
15610454,Germany,119278.44,197148.24
15610454,Germany,119278.44,197148.24
15662532,Germany,149085.9,197077.36
15662532,Germany,149085.9,197077.36
15596800,Germany,158456.76,197000.92
15596800,Germany,158456.76,197000.92
15677764,Germany,186445.31,196767.83
15677764,Germany,186445.31,196767.83
15769308,Germany,81231.85,196731.08
15769308,Germany,81231.85,196731.08
15641582,Germany,123180.01,196673.28
15641582,Germany,123180.01,196673.28
15744044,Germany,99353.42,196549.85
15744044,Germany,99353.42,196549.85
15666295,Germany,113957.01,196526.55
15666295,Germany,113957.01,196526.55
15793116,Germany,117304.29,196278.32
15793116,Germany,117304.29,196278.32
15620341,Germany,160838.13,196261.64
15620341,Germany,160838.13,196261.64
15723907,Germany,154776.42,196257.68
15723907,Germany,154776.42,196257.68
15647546,Germany,150679.71,196226.38
15647546,Germany,150679.71,196226.38
15576760,Germany,73088.06,196142.26
15576760,Germany,73088.06,196142.26
15808334,Germany,93124.04,196079.32
15808334,Germany,93124.04,196079.32
15773487,Germany,76798.92,196021.73
15773487,Germany,76798.92,196021.73
15766374,Germany,119624.6,195978.86
15766374,Germany,119624.6,195978.86
15721740,Germany,88302.65,195937.16
15721740,Germany,88302.65,195937.16
15694765,Germany,113882.33,195813.81
15694765,Germany,113882.33,195813.81
15660524,Germany,97382.53,195771.95
15660524,Germany,97382.53,195771.95
15644297,Germany,178787.54,195760.53
15644297,Germany,178787.54,195760.53
15598510,Germany,105907.42,195732.04
15598510,Germany,105907.42,195732.04
15732778,Germany,111681.98,195711.16
15732778,Germany,111681.98,195711.16
15628205,Germany,101736.66,195651.66
15628205,Germany,101736.66,195651.66
15712409,Germany,182532.23,195429.92
15712409,Germany,182532.23,195429.92
15704014,Germany,140950.92,195333.98
15704014,Germany,140950.92,195333.98
15661473,Germany,126725.25,195259.31
15661473,Germany,126725.25,195259.31
15647570,Germany,120591.19,195123.94
15647570,Germany,120591.19,195123.94
15569274,Germany,116933.11,195053.58
15569274,Germany,116933.11,195053.58
15567506,Germany,114940.67,194895.57
15567506,Germany,114940.67,194895.57
15781702,Germany,111347.37,194872.97
15781702,Germany,111347.37,194872.97
15733581,Germany,80262.66,194867.78
15733581,Germany,80262.66,194867.78
15778025,Germany,108589.47,194808.51
15778025,Germany,108589.47,194808.51
15634891,Germany,102365.49,194690.77
15634891,Germany,102365.49,194690.77
15771059,Germany,148200.72,194584.48
15771059,Germany,148200.72,194584.48
15693904,Germany,84958.6,194343.72
15693904,Germany,84958.6,194343.72
15628600,Germany,141069.18,194257.11
15628600,Germany,141069.18,194257.11
15771873,Germany,103769.22,194099.12
15771873,Germany,103769.22,194099.12
15766288,Germany,103700.69,194072.56
15766288,Germany,103700.69,194072.56
15650266,Germany,146186.28,193974.47
15650266,Germany,146186.28,193974.47
15584114,Germany,153393.18,193828.27
15584114,Germany,153393.18,193828.27
15813132,Germany,114027.7,193716.56
15813132,Germany,114027.7,193716.56
15635703,Germany,131513.26,193715
15635703,Germany,131513.26,193715
15579996,Germany,131402.21,193668.49
15579996,Germany,131402.21,193668.49
15662658,Germany,90355.12,193597.94
15662658,Germany,90355.12,193597.94
15569452,Germany,116353.2,193502.9
15569452,Germany,116353.2,193502.9
15652782,Germany,101099.9,193476.04
15652782,Germany,101099.9,193476.04
15629273,Germany,145177.84,193471.74
15629273,Germany,145177.84,193471.74
15766575,Germany,140745.33,193437.89
15766575,Germany,140745.33,193437.89
15800229,Germany,139022.24,193383.13
15800229,Germany,139022.24,193383.13
15663489,Germany,138577.34,193362.99
15663489,Germany,138577.34,193362.99
15705777,Germany,129164.88,193266.72
15705777,Germany,129164.88,193266.72
15740237,Germany,116695.27,193201.86
15740237,Germany,116695.27,193201.86
15766869,Germany,89696.84,193179.88
15766869,Germany,89696.84,193179.88
15598744,Germany,140273.47,193135.25
15598744,Germany,140273.47,193135.25
15589358,Germany,90018.45,193132.98
15589358,Germany,90018.45,193132.98
15711309,Germany,129834.67,193131.42
15711309,Germany,129834.67,193131.42
15683416,Germany,97750.07,193014.26
15683416,Germany,97750.07,193014.26
15579223,Germany,127406.5,192950.6
15579223,Germany,127406.5,192950.6
15748231,Germany,95853.39,192933.37
15748231,Germany,95853.39,192933.37
15615753,Germany,131101.04,192852.67
15615753,Germany,131101.04,192852.67
15752507,Germany,148846.39,192831.67
15752507,Germany,148846.39,192831.67
15685844,Germany,141665.63,192776.64
15685844,Germany,141665.63,192776.64
15629078,Germany,127258.79,192744.23
15629078,Germany,127258.79,192744.23
15775761,Germany,86038.21,192743.06
15775761,Germany,86038.21,192743.06
15801296,Germany,143258.85,192721.98
15801296,Germany,143258.85,192721.98
15601787,Germany,103711.56,192464.21
15601787,Germany,103711.56,192464.21
15577806,Germany,75900.84,192154.66
15577806,Germany,75900.84,192154.66
15635870,Germany,117721.02,192146.63
15635870,Germany,117721.02,192146.63
15615797,Germany,108585.35,192127.22
15615797,Germany,108585.35,192127.22
15774936,Germany,143350.41,192070.16
15774936,Germany,143350.41,192070.16
15696514,Germany,104414.03,192026.02
15696514,Germany,104414.03,192026.02
15670345,Germany,127211.45,191961.83
15670345,Germany,127211.45,191961.83
15775335,Germany,81556.89,191914.37
15775335,Germany,81556.89,191914.37
15568819,Germany,132796.04,191821.35
15568819,Germany,132796.04,191821.35
15729489,Germany,98592.88,191790.29
15729489,Germany,98592.88,191790.29
15663194,Germany,110150.43,191757.65
15663194,Germany,110150.43,191757.65
15674433,Germany,115265.14,191627.85
15674433,Germany,115265.14,191627.85
15729557,Germany,119984.07,191535.11
15729557,Germany,119984.07,191535.11
15634844,Germany,91536.93,191468.78
15634844,Germany,91536.93,191468.78
15731555,Germany,106000.12,191448.96
15731555,Germany,106000.12,191448.96
15765532,Germany,96166.88,191393.26
15765532,Germany,96166.88,191393.26
15601719,Germany,156007.09,191368.37
15601719,Germany,156007.09,191368.37
15747174,Germany,190298.89,191263.76
15747174,Germany,190298.89,191263.76
15706537,Germany,111396.97,191070.01
15706537,Germany,111396.97,191070.01
15614687,Germany,148770.61,191057.76
15614687,Germany,148770.61,191057.76
15694444,Germany,157138.99,190994.48
15694444,Germany,157138.99,190994.48
15705448,Germany,130013.12,190806.36
15705448,Germany,130013.12,190806.36
15579781,Germany,138653.51,190803.37
15579781,Germany,138653.51,190803.37
15670859,Germany,93148.74,190746.38
15670859,Germany,93148.74,190746.38
15571221,Germany,116313.57,190696.35
15571221,Germany,116313.57,190696.35
15750638,Germany,116765.7,190659.17
15750638,Germany,116765.7,190659.17
15670943,Germany,182275.23,190631.23
15670943,Germany,182275.23,190631.23
15604782,Germany,187257.94,190430.81
15604782,Germany,187257.94,190430.81
15616630,Germany,77647.6,190429.52
15616630,Germany,77647.6,190429.52
15658067,Germany,120568.41,190160.04
15658067,Germany,120568.41,190160.04
15643361,Germany,139959.55,189875.83
15643361,Germany,139959.55,189875.83
15663441,Germany,148571.07,189826.96
15663441,Germany,148571.07,189826.96
15805303,Germany,141136.62,189742.78
15805303,Germany,141136.62,189742.78
15705663,Germany,144550.83,189664.43
15705663,Germany,144550.83,189664.43
15680112,Germany,131504.73,189560.43
15680112,Germany,131504.73,189560.43
15698932,Germany,137452.09,189543.9
15698932,Germany,137452.09,189543.9
15719090,Germany,89437.03,189540.95
15719090,Germany,89437.03,189540.95
15726855,Germany,116585.97,189428.75
15726855,Germany,116585.97,189428.75
15763256,Germany,128751.65,189398.18
15763256,Germany,128751.65,189398.18
15614302,Germany,125837.86,189392.66
15614302,Germany,125837.86,189392.66
15624755,Germany,109628.44,189366.03
15624755,Germany,109628.44,189366.03
15594720,Germany,102742.91,189339.6
15594720,Germany,102742.91,189339.6
15603247,Germany,146781.24,189307.7
15603247,Germany,146781.24,189307.7
15606149,Germany,111577.01,189271.9
15606149,Germany,111577.01,189271.9
15794941,Germany,85906.65,189159.97
15794941,Germany,85906.65,189159.97
15638487,Germany,136858.42,189143.94
15638487,Germany,136858.42,189143.94
15611544,Germany,95448.32,189085.07
15611544,Germany,95448.32,189085.07
15585106,Germany,57068.43,188974.81
15585106,Germany,57068.43,188974.81
15691323,Germany,89025.88,188892.19
15691323,Germany,89025.88,188892.19
15572038,Germany,113948.58,188891.96
15572038,Germany,113948.58,188891.96
15799964,Germany,139872.81,188795.85
15799964,Germany,139872.81,188795.85
15663808,Germany,152614.51,188782.3
15663808,Germany,152614.51,188782.3
15741385,Germany,108231.37,188574.08
15741385,Germany,108231.37,188574.08
15583049,Germany,160426.07,188533.11
15583049,Germany,160426.07,188533.11
15706815,Germany,90432.92,188366.04
15706815,Germany,90432.92,188366.04
15784918,Germany,121968.11,188343.05
15784918,Germany,121968.11,188343.05
15727811,Germany,109493.62,188324.01
15727811,Germany,109493.62,188324.01
15664270,Germany,142084.04,188305.85
15664270,Germany,142084.04,188305.85
15565779,Germany,57809.32,188258.49
15565779,Germany,57809.32,188258.49
15566467,Germany,138171.1,188203.58
15566467,Germany,138171.1,188203.58
15598536,Germany,84587.9,188037.76
15598536,Germany,84587.9,188037.76
15661034,Germany,106059.4,187976.88
15661034,Germany,106059.4,187976.88
15801559,Germany,181461.48,187929.43
15801559,Germany,181461.48,187929.43
15593976,Germany,102088.68,187866.21
15593976,Germany,102088.68,187866.21
15666884,Germany,82161.7,187776.49
15666884,Germany,82161.7,187776.49
15688074,Germany,125013.72,187658.09
15688074,Germany,125013.72,187658.09
15769246,Germany,135078.41,187636.06
15769246,Germany,135078.41,187636.06
15645200,Germany,152508.99,187597.98
15645200,Germany,152508.99,187597.98
15699492,Germany,147435.96,187508.06
15699492,Germany,147435.96,187508.06
15583863,Germany,142946.18,187280.51
15583863,Germany,142946.18,187280.51
15751561,Germany,102453.26,187247.56
15751561,Germany,102453.26,187247.56
15595537,Germany,171787.84,187192.23
15595537,Germany,171787.84,187192.23
15769254,Germany,101861.36,187011.96
15769254,Germany,101861.36,187011.96
15757310,Germany,148363.38,186995.17
15757310,Germany,148363.38,186995.17
15677307,Germany,137326.65,186976.6
15677307,Germany,137326.65,186976.6
15566531,Germany,88046.88,186942.49
15566531,Germany,88046.88,186942.49
15815040,Germany,103362.14,186869.58
15815040,Germany,103362.14,186869.58
15635500,Germany,61319.63,186655.11
15635500,Germany,61319.63,186655.11
15732020,Germany,106938.11,186612.47
15732020,Germany,106938.11,186612.47
15705174,Germany,153545.11,186574.68
15705174,Germany,153545.11,186574.68
15644174,Germany,135096.05,186523.72
15644174,Germany,135096.05,186523.72
15573888,Germany,107963.38,186438.86
15573888,Germany,107963.38,186438.86
15734461,Germany,112708.2,186370.3
15734461,Germany,112708.2,186370.3
15796505,Germany,149297.19,186339.74
15796505,Germany,149297.19,186339.74
15735522,Germany,145610.07,186300.59
15735522,Germany,145610.07,186300.59
15799494,Germany,140393.65,186285.52
15799494,Germany,140393.65,186285.52
15798024,Germany,92242.34,186235.98
15798024,Germany,92242.34,186235.98
15795640,Germany,132371.3,186123.57
15795640,Germany,132371.3,186123.57
15663939,Germany,138782.76,186118.93
15663939,Germany,138782.76,186118.93
15649450,Germany,143221.35,186035.72
15649450,Germany,143221.35,186035.72
15800793,Germany,182491.57,185830.72
15800793,Germany,182491.57,185830.72
15610930,Germany,139979.07,185662.84
15610930,Germany,139979.07,185662.84
15706458,Germany,115730.71,185599.34
15706458,Germany,115730.71,185599.34
15723013,Germany,76656.4,185483.24
15723013,Germany,76656.4,185483.24
15683841,Germany,113270.2,185387.14
15683841,Germany,113270.2,185387.14
15750731,Germany,116309.01,185360.4
15750731,Germany,116309.01,185360.4
15593736,Germany,131769.04,184980.23
15593736,Germany,131769.04,184980.23
15602647,Germany,127415.85,184977.2
15602647,Germany,127415.85,184977.2
15583850,Germany,126061.51,184936.77
15583850,Germany,126061.51,184936.77
15579074,Germany,84651.79,184754.26
15579074,Germany,84651.79,184754.26
15627220,Germany,98807.45,184570.04
15627220,Germany,98807.45,184570.04
15697100,Germany,108736.52,184564.67
15697100,Germany,108736.52,184564.67
15710105,Germany,105099.45,184520
15710105,Germany,105099.45,184520
15581332,Germany,83173.98,184259.6
15581332,Germany,83173.98,184259.6
15591169,Germany,137455.99,184178.29
15591169,Germany,137455.99,184178.29
15615430,Germany,129646.91,184125.1
15615430,Germany,129646.91,184125.1
15750335,Germany,108508.82,184044.8
15750335,Germany,108508.82,184044.8
15754747,Germany,141918.09,184036.47
15754747,Germany,141918.09,184036.47
15633897,Germany,50880.98,184023.54
15633897,Germany,50880.98,184023.54
15613463,Germany,132598.38,184017.98
15613463,Germany,132598.38,184017.98
15777901,Germany,94752.49,184006.36
15777901,Germany,94752.49,184006.36
15589018,Germany,106070.29,183893.31
15589018,Germany,106070.29,183893.31
15798888,Germany,117992.59,183598.77
15798888,Germany,117992.59,183598.77
15629010,Germany,111743.43,183584.14
15629010,Germany,111743.43,183584.14
15778155,Germany,108914.17,183572.39
15778155,Germany,108914.17,183572.39
15681878,Germany,104339.11,183540.22
15681878,Germany,104339.11,183540.22
15797751,Germany,102085.72,183536.24
15797751,Germany,102085.72,183536.24
15777599,Germany,141806,183494.87
15777599,Germany,141806,183494.87
15694506,Germany,107884.81,183487.98
15694506,Germany,107884.81,183487.98
15698522,Germany,134599.33,183095.87
15698522,Germany,134599.33,183095.87
15794236,Germany,111812.52,183045.46
15794236,Germany,111812.52,183045.46
15651900,Germany,81571.05,182960.46
15651900,Germany,81571.05,182960.46
15797960,Germany,135296.33,182822.5
15797960,Germany,135296.33,182822.5
15632816,Germany,127948.57,182765.14
15632816,Germany,127948.57,182765.14
15753462,Germany,72549,182728.8
15753462,Germany,72549,182728.8
15776939,Germany,102290.56,182691.31
15776939,Germany,102290.56,182691.31
15757648,Germany,95698.79,182566.76
15757648,Germany,95698.79,182566.76
15730044,Germany,64497.94,182436.81
15730044,Germany,64497.94,182436.81
15644896,Germany,108586.86,182355.21
15644896,Germany,108586.86,182355.21
15789425,Germany,98218.04,182354.46
15789425,Germany,98218.04,182354.46
15776233,Germany,125397.21,182184.09
15776233,Germany,125397.21,182184.09
15762927,Germany,100762.64,182156.86
15762927,Germany,100762.64,182156.86
15748360,Germany,122196.99,182099.71
15748360,Germany,122196.99,182099.71
15706199,Germany,96643.32,182059.28
15706199,Germany,96643.32,182059.28
15677369,Germany,58629.97,182038.6
15677369,Germany,58629.97,182038.6
15605264,Germany,63723.78,181928.25
15605264,Germany,63723.78,181928.25
15753092,Germany,129828.58,181918.26
15753092,Germany,129828.58,181918.26
15602845,Germany,152102.18,181879.56
15602845,Germany,152102.18,181879.56
15738448,Germany,174330.35,181647.13
15738448,Germany,174330.35,181647.13
15812920,Germany,90594.55,181598.25
15812920,Germany,90594.55,181598.25
15579130,Germany,118994.84,181499.77
15579130,Germany,118994.84,181499.77
15695819,Germany,134740.19,181430.91
15695819,Germany,134740.19,181430.91
15761018,Germany,143829.2,181224.24
15761018,Germany,143829.2,181224.24
15595135,Germany,123229.46,181221.09
15595135,Germany,123229.46,181221.09
15646936,Germany,146810.99,180990.29
15646936,Germany,146810.99,180990.29
15801920,Germany,80615.46,180962.32
15801920,Germany,80615.46,180962.32
15720284,Germany,135927.06,180890.4
15720284,Germany,135927.06,180890.4
15772337,Germany,153855.52,180862.26
15772337,Germany,153855.52,180862.26
15765487,Germany,151766.71,180829.99
15765487,Germany,151766.71,180829.99
15629002,Germany,102603.3,180693.61
15629002,Germany,102603.3,180693.61
15792064,Germany,114421.55,180598.28
15792064,Germany,114421.55,180598.28
15623357,Germany,120596.93,180490.53
15623357,Germany,120596.93,180490.53
15730590,Germany,115409.18,180456.8
15730590,Germany,115409.18,180456.8
15692142,Germany,105086.74,180344.69
15692142,Germany,105086.74,180344.69
15776827,Germany,141547.26,180326.83
15776827,Germany,141547.26,180326.83
15704378,Germany,121342.24,180241.44
15704378,Germany,121342.24,180241.44
15776348,Germany,124365.42,180197.74
15776348,Germany,124365.42,180197.74
15711219,Germany,93716.72,180150.49
15711219,Germany,93716.72,180150.49
15571305,Germany,103060.63,179866.01
15571305,Germany,103060.63,179866.01
15672516,Germany,90373.28,179861.79
15672516,Germany,90373.28,179861.79
15787255,Germany,140891.46,179834.45
15787255,Germany,140891.46,179834.45
15568573,Germany,105701.91,179797.79
15568573,Germany,105701.91,179797.79
15651063,Germany,127480.58,179634.69
15651063,Germany,127480.58,179634.69
15645271,Germany,108528.07,179488.41
15645271,Germany,108528.07,179488.41
15786852,Germany,158651.29,179445.28
15786852,Germany,158651.29,179445.28
15790355,Germany,190479.48,179351.89
15790355,Germany,190479.48,179351.89
15780835,Germany,131908.35,179269.79
15780835,Germany,131908.35,179269.79
15643679,Germany,70233.74,179252.73
15643679,Germany,70233.74,179252.73
15669064,Germany,144848.74,179012.3
15669064,Germany,144848.74,179012.3
15566891,Germany,88594.93,178997.89
15566891,Germany,88594.93,178997.89
15755225,Germany,134464.58,178833.34
15755225,Germany,134464.58,178833.34
15686060,Germany,111677.88,178827.3
15686060,Germany,111677.88,178827.3
15604497,Germany,84386.57,178642.73
15604497,Germany,84386.57,178642.73
15738662,Germany,159434.03,178373.93
15738662,Germany,159434.03,178373.93
15802071,Germany,117458.51,178361.48
15802071,Germany,117458.51,178361.48
15662578,Germany,110245.13,178291.09
15662578,Germany,110245.13,178291.09
15658716,Germany,92171.35,178106.34
15658716,Germany,92171.35,178106.34
15585768,Germany,70349.48,178074.04
15585768,Germany,70349.48,178074.04
15656121,Germany,157791.07,177994.81
15656121,Germany,157791.07,177994.81
15784000,Germany,102277.52,177852.57
15784000,Germany,102277.52,177852.57
15651533,Germany,129293.74,177805.44
15651533,Germany,129293.74,177805.44
15787756,Germany,114514.71,177784.68
15787756,Germany,114514.71,177784.68
15728669,Germany,112013.81,177772.03
15728669,Germany,112013.81,177772.03
15603942,Germany,81290.02,177747.03
15603942,Germany,81290.02,177747.03
15642391,Germany,109978.83,177740.58
15642391,Germany,109978.83,177740.58
15715465,Germany,77776.39,177737.07
15715465,Germany,77776.39,177737.07
15585367,Germany,120392.99,177719.88
15585367,Germany,120392.99,177719.88
15757837,Germany,88311.48,177651.38
15757837,Germany,88311.48,177651.38
15712849,Germany,126550.7,177644.52
15712849,Germany,126550.7,177644.52
15749951,Germany,126285.73,177614.17
15749951,Germany,126285.73,177614.17
15671630,Germany,99745.95,177524.19
15671630,Germany,99745.95,177524.19
15676513,Germany,71553.83,177384.45
15676513,Germany,71553.83,177384.45
15791216,Germany,133379.41,177378.66
15791216,Germany,133379.41,177378.66
15654654,Germany,115182.84,177279.41
15654654,Germany,115182.84,177279.41
15800961,Germany,76101.81,177238.35
15800961,Germany,76101.81,177238.35
15713983,Germany,94108.54,177235.21
15713983,Germany,94108.54,177235.21
15647782,Germany,152899.24,177130.33
15647782,Germany,152899.24,177130.33
15651075,Germany,142296.13,177112.7
15651075,Germany,142296.13,177112.7
15630704,Germany,106520.73,177092.16
15630704,Germany,106520.73,177092.16
15815490,Germany,164948.98,177028
15815490,Germany,164948.98,177028
15677049,Germany,106570.34,177025.79
15677049,Germany,106570.34,177025.79
15757015,Germany,106640.5,176945.96
15757015,Germany,106640.5,176945.96
15612966,Germany,128981.07,176924.21
15612966,Germany,128981.07,176924.21
15694039,Germany,149003.76,176902.83
15694039,Germany,149003.76,176902.83
15779973,Germany,99967.76,176882.08
15779973,Germany,99967.76,176882.08
15788536,Germany,137430.82,176768.59
15788536,Germany,137430.82,176768.59
15657449,Germany,136202.78,176743.51
15657449,Germany,136202.78,176743.51
15649487,Germany,113150.44,176712.59
15649487,Germany,113150.44,176712.59
15733476,Germany,73481.05,176692.65
15733476,Germany,73481.05,176692.65
15592736,Germany,102994.04,176680.16
15592736,Germany,102994.04,176680.16
15793723,Germany,144272.07,176580.63
15793723,Germany,144272.07,176580.63
15716347,Germany,143625.83,176487.05
15716347,Germany,143625.83,176487.05
15708504,Germany,121438.58,176471.78
15708504,Germany,121438.58,176471.78
15571571,Germany,127331.46,176433.6
15571571,Germany,127331.46,176433.6
15718465,Germany,96891.46,176403.33
15718465,Germany,96891.46,176403.33
15623471,Germany,98205.77,176318.27
15623471,Germany,98205.77,176318.27
15782550,Germany,139659.04,176254.12
15782550,Germany,139659.04,176254.12
15653050,Germany,95052.29,176244.87
15653050,Germany,95052.29,176244.87
15635097,Germany,188976.89,176142.09
15635097,Germany,188976.89,176142.09
15768340,Germany,113905.48,176137.2
15768340,Germany,113905.48,176137.2
15785815,Germany,142631.54,175894.24
15785815,Germany,142631.54,175894.24
15576706,Germany,114453.58,175820.91
15576706,Germany,114453.58,175820.91
15710295,Germany,119413.62,175756.36
15710295,Germany,119413.62,175756.36
15753332,Germany,128140.17,175753.55
15753332,Germany,128140.17,175753.55
15568963,Germany,152797.9,175709.4
15568963,Germany,152797.9,175709.4
15656592,Germany,169023.33,175657.55
15656592,Germany,169023.33,175657.55
15691119,Germany,136525.99,175399.14
15691119,Germany,136525.99,175399.14
15621818,Germany,117726.33,175398.34
15621818,Germany,117726.33,175398.34
15629323,Germany,116471.43,175324.74
15629323,Germany,116471.43,175324.74
15660271,Germany,146133.39,175296.76
15660271,Germany,146133.39,175296.76
15720511,Germany,151191.31,175295.89
15720511,Germany,151191.31,175295.89
15785170,Germany,116968.91,175094.62
15785170,Germany,116968.91,175094.62
15766427,Germany,97720.35,175070.94
15766427,Germany,97720.35,175070.94
15642934,Germany,108269.2,174969.92
15642934,Germany,108269.2,174969.92
15764314,Germany,113877.23,174921.91
15764314,Germany,113877.23,174921.91
15654574,Germany,131142.53,174918.46
15654574,Germany,131142.53,174918.46
15674620,Germany,77373.87,174873.09
15674620,Germany,77373.87,174873.09
15725429,Germany,96759.42,174777.98
15725429,Germany,96759.42,174777.98
15697678,Germany,92340.69,174667.58
15697678,Germany,92340.69,174667.58
15740476,Germany,150923.74,174652.51
15740476,Germany,150923.74,174652.51
15648178,Germany,137964.51,174570.55
15648178,Germany,137964.51,174570.55
15621075,Germany,162150.42,174531.27
15621075,Germany,162150.42,174531.27
15578809,Germany,134760.21,174434.06
15578809,Germany,134760.21,174434.06
15745452,Germany,90218.11,174337.68
15745452,Germany,90218.11,174337.68
15706185,Germany,140187.1,174311.3
15706185,Germany,140187.1,174311.3
15768120,Germany,90560.48,174268.87
15768120,Germany,90560.48,174268.87
15751137,Germany,169025.83,174235.06
15751137,Germany,169025.83,174235.06
15761286,Germany,119499.42,174027.3
15761286,Germany,119499.42,174027.3
15694821,Germany,148962.76,173878.87
15694821,Germany,148962.76,173878.87
15793366,Germany,92526.15,173837.54
15793366,Germany,92526.15,173837.54
15683027,Germany,122028.65,173792.77
15683027,Germany,122028.65,173792.77
15689692,Germany,150348.37,173784.04
15689692,Germany,150348.37,173784.04
15640078,Germany,135134.99,173683
15640078,Germany,135134.99,173683
15684011,Germany,130575.26,173629.78
15684011,Germany,130575.26,173629.78
15605275,Germany,116917.07,173464.43
15605275,Germany,116917.07,173464.43
15593715,Germany,107027.52,173425.68
15593715,Germany,107027.52,173425.68
15716605,Germany,103099.17,173276.62
15716605,Germany,103099.17,173276.62
15689328,Germany,114169.16,173273.2
15689328,Germany,114169.16,173273.2
15648075,Germany,170935.94,173179.79
15648075,Germany,170935.94,173179.79
15621227,Germany,161806.09,173052.19
15621227,Germany,161806.09,173052.19
15809837,Germany,135392.31,172852.06
15809837,Germany,135392.31,172852.06
15590344,Germany,151691.44,172810.51
15590344,Germany,151691.44,172810.51
15814032,Germany,93460.47,172782.69
15814032,Germany,93460.47,172782.69
15813974,Germany,116880.53,172718.35
15813974,Germany,116880.53,172718.35
15698510,Germany,181627.14,172668.39
15698510,Germany,181627.14,172668.39
15713604,Germany,166776.6,172646.88
15713604,Germany,166776.6,172646.88
15601030,Germany,96693.66,172618.52
15601030,Germany,96693.66,172618.52
15580366,Germany,118614.6,172601.62
15580366,Germany,118614.6,172601.62
15633537,Germany,87271.41,172572.64
15633537,Germany,87271.41,172572.64
15743817,Germany,174126.75,172490.78
15743817,Germany,174126.75,172490.78
15759537,Germany,58469.37,172459.39
15759537,Germany,58469.37,172459.39
15747649,Germany,126606.63,172363.52
15747649,Germany,126606.63,172363.52
15612524,Germany,127841.52,172363.41
15612524,Germany,127841.52,172363.41
15612103,Germany,137852.96,172269.21
15612103,Germany,137852.96,172269.21
15803804,Germany,103214.71,172172.7
15803804,Germany,103214.71,172172.7
15812720,Germany,130110.45,172097.95
15812720,Germany,130110.45,172097.95
15792329,Germany,107106.33,172063.09
15792329,Germany,107106.33,172063.09
15614420,Germany,109570.21,172049.84
15614420,Germany,109570.21,172049.84
