_id,CustomerId,CreditScore,Exited
68340eb480d3588bea3141d4,15768193,585,0
68340eb480d3588bea3141d5,15683553,788,0
68340eb480d3588bea3141d6,15702298,655,1
68340eb480d3588bea3141d7,15569590,601,1
68340eb480d3588bea3141d8,15760861,619,0
68340eb480d3588bea3141d9,15630053,656,0
68340eb480d3588bea3141da,15647091,725,0
68340eb480d3588bea3141db,15623944,511,1
68340eb480d3588bea3141dc,15804771,614,0
68340eb480d3588bea3141dd,15651280,742,0
68340eb480d3588bea3141de,15773469,687,0
68340eb480d3588bea3141df,15702014,555,0
68340eb480d3588bea3141e0,15751208,684,0
68340eb480d3588bea3141e1,15592461,603,0
68340eb480d3588bea3141e2,15789484,751,0
68340eb480d3588bea3141e3,15696061,581,0
68340eb480d3588bea3141e4,15641582,735,0
68340eb480d3588bea3141e5,15638424,661,0
68340eb480d3588bea3141e6,15755648,675,0
68340eb480d3588bea3141e7,15703793,738,1
68340eb480d3588bea3141e8,15620344,813,0
68340eb480d3588bea3141e9,15812518,657,0
68340eb480d3588bea3141ea,15779052,604,0
68340eb480d3588bea3141eb,15770811,519,0
68340eb480d3588bea3141ec,15780961,735,0
68340eb480d3588bea3141ed,15614049,664,0
68340eb480d3588bea3141ee,15662085,678,0
68340eb480d3588bea3141ef,15575185,757,0
68340eb480d3588bea3141f0,15803136,416,0
68340eb480d3588bea3141f1,15706021,665,0
68340eb480d3588bea3141f2,15663706,777,1
68340eb480d3588bea3141f3,15641732,543,0
68340eb480d3588bea3141f4,15701164,506,0
68340eb480d3588bea3141f5,15738751,493,0
68340eb480d3588bea3141f6,15805254,652,0
68340eb480d3588bea3141f7,15762418,750,1
68340eb480d3588bea3141f8,15625759,729,0
68340eb480d3588bea3141f9,15622897,646,1
68340eb480d3588bea3141fa,15767954,635,0
68340eb480d3588bea3141fb,15757535,647,1
68340eb480d3588bea3141fc,15731511,808,0
68340eb480d3588bea3141fd,15809248,524,0
68340eb480d3588bea3141fe,15640635,769,0
68340eb480d3588bea3141ff,15676966,730,0
68340eb480d3588bea314200,15699461,515,0
68340eb480d3588bea314201,15738721,773,0
68340eb480d3588bea314202,15693683,814,0
68340eb480d3588bea314203,15604348,710,0
68340eb480d3588bea314204,15633059,413,0
68340eb480d3588bea314205,15808582,665,0
68340eb480d3588bea314206,15743192,623,0
68340eb480d3588bea314207,15580146,738,0
68340eb480d3588bea314208,15776605,528,0
68340eb480d3588bea314209,15804919,670,1
68340eb480d3588bea31420a,15613854,622,1
68340eb480d3588bea31420b,15599195,582,0
68340eb480d3588bea31420c,15812878,785,0
68340eb480d3588bea31420d,15602312,605,0
68340eb480d3588bea31420e,15744689,479,1
68340eb480d3588bea31420f,15803526,685,0
68340eb480d3588bea314210,15665790,538,0
68340eb480d3588bea314211,15715951,562,0
68340eb480d3588bea314212,15591100,675,0
68340eb480d3588bea314213,15609618,721,1
68340eb480d3588bea314214,15675522,628,0
68340eb480d3588bea314215,15705512,668,0
68340eb480d3588bea314216,15698028,506,0
68340eb480d3588bea314217,15661670,524,1
68340eb480d3588bea314218,15600781,699,0
68340eb480d3588bea314219,15682472,828,0
68340eb480d3588bea31421a,15580203,674,0
68340eb480d3588bea31421b,15690673,656,0
68340eb480d3588bea31421c,15760085,684,0
68340eb480d3588bea31421d,15779659,625,0
68340eb480d3588bea31421e,15627360,432,1
68340eb480d3588bea31421f,15671137,549,1
68340eb480d3588bea314220,15782688,625,1
68340eb480d3588bea314221,15575492,828,0
68340eb480d3588bea314222,15591607,770,0
68340eb480d3588bea314223,15740404,758,0
68340eb480d3588bea314224,15718369,795,0
68340eb480d3588bea314225,15677871,687,0
68340eb480d3588bea314226,15642004,686,0
68340eb480d3588bea314227,15712543,789,0
68340eb480d3588bea314228,15584518,589,0
68340eb480d3588bea314229,15802381,461,0
68340eb480d3588bea31422a,15610156,637,0
68340eb480d3588bea31422b,15594408,584,1
68340eb480d3588bea31422c,15640905,579,1
68340eb480d3588bea31422d,15698932,756,0
68340eb480d3588bea31422e,15724944,663,0
68340eb480d3588bea31422f,15628145,682,0
68340eb480d3588bea314230,15713483,793,1
68340eb480d3588bea314231,15612350,691,1
68340eb480d3588bea314232,15800703,485,0
68340eb480d3588bea314233,15705707,635,0
68340eb480d3588bea314234,15754105,650,0
68340eb480d3588bea314235,15703264,735,0
68340eb480d3588bea314236,15794413,416,0
68340eb480d3588bea314237,15650237,754,0
68340eb480d3588bea314238,15759618,535,1
68340eb480d3588bea314239,15811589,716,0
68340eb480d3588bea31423a,15689044,539,0
68340eb480d3588bea31423b,15709368,614,0
68340eb480d3588bea31423c,15679145,706,1
68340eb480d3588bea31423d,15655007,758,0
68340eb480d3588bea31423e,15623595,586,0
68340eb480d3588bea31423f,15589975,646,0
68340eb480d3588bea314240,15804017,631,0
68340eb480d3588bea314241,15692132,717,0
68340eb480d3588bea314242,15641122,684,0
68340eb480d3588bea314243,15630910,800,0
68340eb480d3588bea314244,15680772,721,0
68340eb480d3588bea314245,15658929,683,1
68340eb480d3588bea314246,15585388,660,0
68340eb480d3588bea314247,15724623,704,1
68340eb480d3588bea314248,15588537,615,0
68340eb480d3588bea314249,15574692,667,1
68340eb480d3588bea31424a,15611325,682,0
68340eb480d3588bea31424b,15587562,484,0
68340eb480d3588bea31424c,15613172,628,0
68340eb480d3588bea31424d,15651022,480,1
68340eb480d3588bea31424e,15586310,578,0
68340eb480d3588bea31424f,15625524,512,0
68340eb480d3588bea314250,15755209,484,0
68340eb480d3588bea314251,15645248,510,0
68340eb480d3588bea314252,15790355,606,0
68340eb480d3588bea314253,15762615,597,0
68340eb480d3588bea314254,15625426,754,1
68340eb480d3588bea314255,15716334,850,0
68340eb480d3588bea314256,15789669,510,0
68340eb480d3588bea314257,15621075,778,0
68340eb480d3588bea314258,15810845,636,0
68340eb480d3588bea314259,15719377,804,1
68340eb480d3588bea31425a,15654506,514,0
68340eb480d3588bea31425b,15771977,730,0
68340eb480d3588bea31425c,15708710,525,0
68340eb480d3588bea31425d,15726676,616,0
68340eb480d3588bea31425e,15587421,687,0
68340eb480d3588bea31425f,15726931,715,1
68340eb480d3588bea314260,15771086,512,0
68340eb480d3588bea314261,15756850,479,0
68340eb480d3588bea314262,15702741,601,0
68340eb480d3588bea314263,15679200,580,0
68340eb480d3588bea314264,15594815,807,0
68340eb480d3588bea314265,15635905,616,0
68340eb480d3588bea314266,15777892,721,0
68340eb480d3588bea314267,15656176,501,0
68340eb480d3588bea314268,15811127,521,0
68340eb480d3588bea314269,15604482,850,0
68340eb480d3588bea31426a,15622911,759,0
68340eb480d3588bea31426b,15600974,516,1
68340eb480d3588bea31426c,15727868,711,1
68340eb480d3588bea31426d,15627801,512,0
68340eb480d3588bea31426e,15773039,550,0
68340eb480d3588bea31426f,15755262,608,1
68340eb480d3588bea314270,15679531,618,0
68340eb480d3588bea314271,15684181,643,1
68340eb480d3588bea314272,15612087,671,0
68340eb480d3588bea314273,15752047,689,0
68340eb480d3588bea314274,15624592,603,0
68340eb480d3588bea314275,15573152,620,0
68340eb480d3588bea314276,15594917,676,0
68340eb480d3588bea314277,15785542,572,0
68340eb480d3588bea314278,15723488,668,1
68340eb480d3588bea314279,15680920,695,0
68340eb480d3588bea31427a,15786308,730,0
68340eb480d3588bea31427b,15659366,807,1
68340eb480d3588bea31427c,15774854,592,1
68340eb480d3588bea31427d,15725311,726,0
68340eb480d3588bea31427e,15787155,514,0
68340eb480d3588bea31427f,15727829,567,0
68340eb480d3588bea314280,15733247,850,1
68340eb480d3588bea314281,15568748,671,1
68340eb480d3588bea314282,15699029,670,0
68340eb480d3588bea314283,15774393,694,0
68340eb480d3588bea314284,15676895,547,1
68340eb480d3588bea314285,15637753,751,1
68340eb480d3588bea314286,15605461,594,0
68340eb480d3588bea314287,15808473,673,0
68340eb480d3588bea314288,15627000,610,0
68340eb480d3588bea314289,15787174,512,0
68340eb480d3588bea31428a,15723886,767,0
68340eb480d3588bea31428b,15704769,585,0
68340eb480d3588bea31428c,15772896,763,1
68340eb480d3588bea31428d,15711540,712,0
68340eb480d3588bea31428e,15764866,539,1
68340eb480d3588bea31428f,15794056,668,1
68340eb480d3588bea314290,15795149,703,0
68340eb480d3588bea314291,15812009,662,0
68340eb480d3588bea314292,15651001,725,0
68340eb480d3588bea314293,15813844,703,0
68340eb480d3588bea314294,15596175,659,1
68340eb480d3588bea314295,15576269,523,0
68340eb480d3588bea314296,15797219,635,1
68340eb480d3588bea314297,15685500,772,0
68340eb480d3588bea314298,15599792,545,0
68340eb480d3588bea314299,15657566,634,0
68340eb480d3588bea31429a,15772423,739,1
68340eb480d3588bea31429b,15628112,771,0
68340eb480d3588bea31429c,15753754,587,0
68340eb480d3588bea31429d,15793726,681,0
68340eb480d3588bea31429e,15694717,544,0
68340eb480d3588bea31429f,15665834,696,0
68340eb480d3588bea3142a0,15765297,766,0
68340eb480d3588bea3142a1,15636684,727,0
68340eb480d3588bea3142a2,15592979,671,0
68340eb480d3588bea3142a3,15750803,693,0
68340eb480d3588bea3142a4,15607178,850,0
68340eb480d3588bea3142a5,15713853,732,0
68340eb480d3588bea3142a6,15673481,726,0
68340eb480d3588bea3142a7,15686776,557,0
68340eb480d3588bea3142a8,15673693,682,0
68340eb480d3588bea3142a9,15700696,738,0
68340eb480d3588bea3142aa,15813163,531,0
68340eb480d3588bea3142ab,15653857,498,0
68340eb480d3588bea3142ac,15777076,651,0
68340eb480d3588bea3142ad,15717398,549,1
68340eb480d3588bea3142ae,15799217,791,0
68340eb480d3588bea3142af,15787071,650,0
68340eb480d3588bea3142b0,15619955,733,1
68340eb480d3588bea3142b1,15796505,811,0
68340eb480d3588bea3142b2,15725166,707,0
68340eb480d3588bea3142b3,15800116,712,0
68340eb480d3588bea3142b4,15758685,706,0
68340eb480d3588bea3142b5,15694456,756,1
68340eb480d3588bea3142b6,15767339,777,0
68340eb480d3588bea3142b7,15683562,646,0
68340eb480d3588bea3142b8,15782210,714,1
68340eb480d3588bea3142b9,15668893,782,0
68340eb480d3588bea3142ba,15669169,775,0
68340eb480d3588bea3142bb,15643024,479,1
68340eb480d3588bea3142bc,15699389,807,0
68340eb480d3588bea3142bd,15708608,799,0
68340eb480d3588bea3142be,15626144,675,0
68340eb480d3588bea3142bf,15573112,602,0
68340eb480d3588bea3142c0,15790678,475,0
68340eb480d3588bea3142c1,15727556,744,0
68340eb480d3588bea3142c2,15697307,588,0
68340eb480d3588bea3142c3,15652266,703,0
68340eb480d3588bea3142c4,15607098,747,0
68340eb480d3588bea3142c5,15655774,583,0
68340eb480d3588bea3142c6,15590241,750,1
68340eb480d3588bea3142c7,15785819,681,0
68340eb480d3588bea3142c8,15723654,773,0
68340eb480d3588bea3142c9,15774510,714,0
68340eb480d3588bea3142ca,15684173,687,1
68340eb480d3588bea3142cb,15650068,511,0
68340eb480d3588bea3142cc,15811490,627,0
68340eb480d3588bea3142cd,15803976,694,0
68340eb480d3588bea3142ce,15682541,616,0
68340eb480d3588bea3142cf,15695699,687,0
68340eb480d3588bea3142d0,15624188,712,0
68340eb480d3588bea3142d1,15812191,553,0
68340eb480d3588bea3142d2,15636673,667,0
68340eb480d3588bea3142d3,15594898,731,1
68340eb480d3588bea3142d4,15660211,629,0
68340eb480d3588bea3142d5,15773972,614,1
68340eb480d3588bea3142d6,15746726,438,0
68340eb480d3588bea3142d7,15712287,652,0
68340eb480d3588bea3142d8,15702919,729,0
68340eb480d3588bea3142d9,15674398,642,0
68340eb480d3588bea3142da,15797960,806,0
68340eb480d3588bea3142db,15631868,744,0
68340eb480d3588bea3142dc,15581539,474,0
68340eb480d3588bea3142dd,15662736,559,1
68340eb480d3588bea3142de,15666252,706,0
68340eb480d3588bea3142df,15677512,628,0
68340eb480d3588bea3142e0,15626114,429,0
68340eb480d3588bea3142e1,15810834,525,0
68340eb480d3588bea3142e2,15678910,680,0
68340eb480d3588bea3142e3,15694408,749,1
68340eb480d3588bea3142e4,15585215,763,0
68340eb480d3588bea3142e5,15682757,734,0
68340eb480d3588bea3142e6,15736601,716,0
68340eb480d3588bea3142e7,15601848,594,0
68340eb480d3588bea3142e8,15736008,644,1
68340eb480d3588bea3142e9,15669064,671,0
68340eb480d3588bea3142ea,15624528,664,0
68340eb480d3588bea3142eb,15598493,656,0
68340eb480d3588bea3142ec,15601274,667,0
68340eb480d3588bea3142ed,15702669,663,0
68340eb480d3588bea3142ee,15728669,584,1
68340eb480d3588bea3142ef,15742668,626,0
68340eb480d3588bea3142f0,15697441,485,1
68340eb480d3588bea3142f1,15740476,659,0
68340eb480d3588bea3142f2,15648064,649,0
68340eb480d3588bea3142f3,15636624,805,1
68340eb480d3588bea3142f4,15807923,716,1
68340eb480d3588bea3142f5,15745844,642,1
68340eb480d3588bea3142f6,15786170,659,0
68340eb480d3588bea3142f7,15681081,545,0
68340eb480d3588bea3142f8,15684484,543,0
68340eb480d3588bea3142f9,15785869,718,0
68340eb480d3588bea3142fa,15763859,840,0
68340eb480d3588bea3142fb,15658935,630,0
68340eb480d3588bea3142fc,15747358,643,0
68340eb480d3588bea3142fd,15735203,654,0
68340eb480d3588bea3142fe,15576256,582,0
68340eb480d3588bea3142ff,15659420,659,0
68340eb480d3588bea314300,15593365,762,0
68340eb480d3588bea314301,15777352,568,0
68340eb480d3588bea314302,15812007,670,0
68340eb480d3588bea314303,15625461,613,0
68340eb480d3588bea314304,15739438,539,0
68340eb480d3588bea314305,15611759,850,0
68340eb480d3588bea314306,15661629,522,1
68340eb480d3588bea314307,15633950,737,0
68340eb480d3588bea314308,15592386,520,0
68340eb480d3588bea314309,15803716,706,0
68340eb480d3588bea31430a,15696674,643,1
68340eb480d3588bea31430b,15706365,648,0
68340eb480d3588bea31430c,15745088,443,0
68340eb480d3588bea31430d,15676715,640,0
68340eb480d3588bea31430e,15613085,628,0
68340eb480d3588bea31430f,15633537,540,0
68340eb480d3588bea314310,15594720,460,0
68340eb480d3588bea314311,15684042,636,0
68340eb480d3588bea314312,15583303,593,0
68340eb480d3588bea314313,15611579,801,0
68340eb480d3588bea314314,15774696,640,0
68340eb480d3588bea314315,15694506,611,0
68340eb480d3588bea314316,15688074,802,0
68340eb480d3588bea314317,15759537,717,0
68340eb480d3588bea314318,15758449,769,0
68340eb480d3588bea314319,15583456,745,1
68340eb480d3588bea31431a,15667871,572,0
68340eb480d3588bea31431b,15677371,629,0
68340eb480d3588bea31431c,15629677,687,1
68340eb480d3588bea31431d,15713578,483,0
68340eb480d3588bea31431e,15591509,690,0
68340eb480d3588bea31431f,15568240,492,0
68340eb480d3588bea314320,15622993,709,0
68340eb480d3588bea314321,15689294,705,0
68340eb480d3588bea314322,15720910,560,0
68340eb480d3588bea314323,15721181,611,0
68340eb480d3588bea314324,15776433,730,0
68340eb480d3588bea314325,15748936,709,0
68340eb480d3588bea314326,15717225,544,0
68340eb480d3588bea314327,15685226,712,0
68340eb480d3588bea314328,15785611,752,0
68340eb480d3588bea314329,15573456,648,1
68340eb480d3588bea31432a,15684548,556,1
68340eb480d3588bea31432b,15620505,594,0
68340eb480d3588bea31432c,15807432,645,0
68340eb480d3588bea31432d,15584766,557,0
68340eb480d3588bea31432e,15612187,547,0
68340eb480d3588bea31432f,15762218,701,0
68340eb480d3588bea314330,15646372,616,1
68340eb480d3588bea314331,15690452,605,0
68340eb480d3588bea314332,15747795,593,0
68340eb480d3588bea314333,15781589,751,0
68340eb480d3588bea314334,15732674,443,0
68340eb480d3588bea314335,15642291,685,0
68340eb480d3588bea314336,15692761,718,0
68340eb480d3588bea314337,15578045,538,1
68340eb480d3588bea314338,15745354,611,0
68340eb480d3588bea314339,15701376,668,0
68340eb480d3588bea31433a,15691625,537,0
68340eb480d3588bea31433b,15566594,709,0
68340eb480d3588bea31433c,15760431,850,0
68340eb480d3588bea31433d,15686302,745,0
68340eb480d3588bea31433e,15801559,693,1
68340eb480d3588bea31433f,15810432,795,0
68340eb480d3588bea314340,15809616,626,0
68340eb480d3588bea314341,15720559,487,1
68340eb480d3588bea314342,15695632,556,0
68340eb480d3588bea314343,15659843,643,0
68340eb480d3588bea314344,15615624,605,0
68340eb480d3588bea314345,15810418,756,1
68340eb480d3588bea314346,15716186,586,0
68340eb480d3588bea314347,15674551,535,1
68340eb480d3588bea314348,15622834,678,0
68340eb480d3588bea314349,15566111,596,0
68340eb480d3588bea31434a,15784597,648,0
68340eb480d3588bea31434b,15652883,492,0
68340eb480d3588bea31434c,15806964,702,0
68340eb480d3588bea31434d,15576313,486,0
68340eb480d3588bea31434e,15806467,568,1
68340eb480d3588bea31434f,15597602,619,1
68340eb480d3588bea314350,15743040,724,0
68340eb480d3588bea314351,15705521,548,0
68340eb480d3588bea314352,15595039,545,1
68340eb480d3588bea314353,15799384,683,0
68340eb480d3588bea314354,15581197,762,0
68340eb480d3588bea314355,15693737,627,0
68340eb480d3588bea314356,15624623,516,0
68340eb480d3588bea314357,15783501,800,0
68340eb480d3588bea314358,15690134,464,0
68340eb480d3588bea314359,15782735,626,0
68340eb480d3588bea31435a,15611088,790,0
68340eb480d3588bea31435b,15672145,534,0
68340eb480d3588bea31435c,15732628,745,0
68340eb480d3588bea31435d,15787470,553,1
68340eb480d3588bea31435e,15803406,748,0
68340eb480d3588bea31435f,15730460,722,0
68340eb480d3588bea314360,15644572,501,0
68340eb480d3588bea314361,15694860,675,1
68340eb480d3588bea314362,15658169,778,0
68340eb480d3588bea314363,15794396,494,0
68340eb480d3588bea314364,15785798,850,0
68340eb480d3588bea314365,15710825,592,0
68340eb480d3588bea314366,15668444,590,0
68340eb480d3588bea314367,15726631,758,0
68340eb480d3588bea314368,15733797,506,0
68340eb480d3588bea314369,15747960,733,0
68340eb480d3588bea31436a,15634632,711,0
68340eb480d3588bea31436b,15707362,514,1
68340eb480d3588bea31436c,15662976,637,0
68340eb480d3588bea31436d,15732778,468,0
68340eb480d3588bea31436e,15718443,539,0
68340eb480d3588bea31436f,15670039,509,0
68340eb480d3588bea314370,15773792,662,1
68340eb480d3588bea314371,15613786,818,0
68340eb480d3588bea314372,15726032,608,0
68340eb480d3588bea314373,15663252,850,0
68340eb480d3588bea314374,15593782,816,1
68340eb480d3588bea314375,15633283,536,0
68340eb480d3588bea314376,15749167,753,0
68340eb480d3588bea314377,15759298,631,0
68340eb480d3588bea314378,15683625,703,1
68340eb480d3588bea314379,15635367,774,0
68340eb480d3588bea31437a,15681705,785,0
68340eb480d3588bea31437b,15603156,571,0
68340eb480d3588bea31437c,15591986,621,1
68340eb480d3588bea31437d,15798888,605,0
68340eb480d3588bea31437e,15809722,611,0
68340eb480d3588bea31437f,15677538,569,0
68340eb480d3588bea314380,15797736,658,0
68340eb480d3588bea314381,15695585,788,0
68340eb480d3588bea314382,15744398,525,0
68340eb480d3588bea314383,15750658,798,0
68340eb480d3588bea314384,15578186,486,0
68340eb480d3588bea314385,15676519,615,1
68340eb480d3588bea314386,15637954,730,0
68340eb480d3588bea314387,15758639,641,0
68340eb480d3588bea314388,15613772,542,1
68340eb480d3588bea314389,15731744,692,0
68340eb480d3588bea31438a,15807709,714,0
68340eb480d3588bea31438b,15714689,591,0
68340eb480d3588bea31438c,15699005,710,0
68340eb480d3588bea31438d,15624170,639,0
68340eb480d3588bea31438e,15725679,531,1
68340eb480d3588bea31438f,15585865,673,1
68340eb480d3588bea314390,15804256,765,0
68340eb480d3588bea314391,15662403,622,0
68340eb480d3588bea314392,15733616,806,0
68340eb480d3588bea314393,15591995,757,0
68340eb480d3588bea314394,15677020,570,1
68340eb480d3588bea314395,15727688,555,0
68340eb480d3588bea314396,15715941,692,0
68340eb480d3588bea314397,15714485,774,1
68340eb480d3588bea314398,15730059,638,0
68340eb480d3588bea314399,15715527,543,0
68340eb480d3588bea31439a,15576623,584,0
68340eb480d3588bea31439b,15805565,691,0
68340eb480d3588bea31439c,15677307,684,0
68340eb480d3588bea31439d,15773890,733,0
68340eb480d3588bea31439e,15598883,599,0
68340eb480d3588bea31439f,15568506,524,0
68340eb480d3588bea3143a0,15761043,632,0
68340eb480d3588bea3143a1,15782236,735,0
68340eb480d3588bea3143a2,15593601,734,0
68340eb480d3588bea3143a3,15682048,605,1
68340eb480d3588bea3143a4,15746902,793,0
68340eb480d3588bea3143a5,15752081,468,1
68340eb480d3588bea3143a6,15781307,779,0
68340eb480d3588bea3143a7,15775912,698,1
68340eb480d3588bea3143a8,15745417,707,0
68340eb480d3588bea3143a9,15671256,850,1
68340eb480d3588bea3143aa,15653547,850,0
68340eb480d3588bea3143ab,15595766,527,0
68340eb480d3588bea3143ac,15742358,696,0
68340eb480d3588bea3143ad,15763274,661,0
68340eb480d3588bea3143ae,15786063,776,0
68340eb480d3588bea3143af,15600258,701,0
68340eb480d3588bea3143b0,15573318,610,0
68340eb480d3588bea3143b1,15653849,572,1
68340eb480d3588bea3143b2,15694272,673,0
68340eb480d3588bea3143b3,15736112,519,0
68340eb480d3588bea3143b4,15749851,702,0
68340eb480d3588bea3143b5,15663478,729,0
68340eb480d3588bea3143b6,15592300,543,0
68340eb480d3588bea3143b7,15567832,550,0
68340eb480d3588bea3143b8,15776780,608,1
68340eb480d3588bea3143b9,15592846,639,0
68340eb480d3588bea3143ba,15739803,686,0
68340eb480d3588bea3143bb,15794142,564,1
68340eb480d3588bea3143bc,15762729,745,1
68340eb480d3588bea3143bd,15667896,833,0
68340eb480d3588bea3143be,15626578,622,0
68340eb480d3588bea3143bf,15776223,597,0
68340eb480d3588bea3143c0,15705953,721,1
68340eb480d3588bea3143c1,15802593,504,1
68340eb480d3588bea3143c2,15615457,842,0
68340eb480d3588bea3143c3,15708916,587,0
68340eb480d3588bea3143c4,15720187,479,0
68340eb480d3588bea3143c5,15595440,508,0
68340eb480d3588bea3143c6,15600651,749,0
68340eb480d3588bea3143c7,15750141,721,0
68340eb480d3588bea3143c8,15657284,674,1
68340eb480d3588bea3143c9,15763063,685,0
68340eb480d3588bea3143ca,15709324,417,0
68340eb480d3588bea3143cb,15711309,574,0
68340eb480d3588bea3143cc,15775318,590,1
68340eb480d3588bea3143cd,15705515,587,0
68340eb480d3588bea3143ce,15634844,598,1
68340eb480d3588bea3143cf,15717046,741,0
68340eb480d3588bea3143d0,15571816,850,0
68340eb480d3588bea3143d1,15670080,584,0
68340eb480d3588bea3143d2,15800440,650,0
68340eb480d3588bea3143d3,15665678,607,0
68340eb480d3588bea3143d4,15665956,509,1
68340eb480d3588bea3143d5,15788126,689,0
68340eb480d3588bea3143d6,15811773,543,0
68340eb480d3588bea3143d7,15651674,438,1
68340eb480d3588bea3143d8,15689614,687,0
68340eb480d3588bea3143d9,15795564,737,0
68340eb480d3588bea3143da,15706647,761,0
68340eb480d3588bea3143db,15728505,601,0
68340eb480d3588bea3143dc,15730076,651,1
68340eb480d3588bea3143dd,15622003,745,0
68340eb480d3588bea3143de,15607312,648,1
68340eb480d3588bea3143df,15644753,848,0
68340eb480d3588bea3143e0,15653620,546,0
68340eb480d3588bea3143e1,15761986,439,0
68340eb480d3588bea3143e2,15633922,755,0
68340eb480d3588bea3143e3,15734674,593,0
68340eb480d3588bea3143e4,15658032,701,0
68340eb480d3588bea3143e5,15692671,701,0
68340eb480d3588bea3143e6,15737741,607,1
68340eb480d3588bea3143e7,15576352,586,0
68340eb480d3588bea3143e8,15753719,547,0
68340eb480d3588bea3143e9,15803689,647,1
68340eb480d3588bea3143ea,15718057,760,1
68340eb480d3588bea3143eb,15722010,621,1
68340eb480d3588bea3143ec,15680998,725,0
68340eb480d3588bea3143ed,15614782,526,0
68340eb480d3588bea3143ee,15591047,519,1
68340eb480d3588bea3143ef,15788291,713,1
68340eb480d3588bea3143f0,15604044,700,0
68340eb480d3588bea3143f1,15679587,666,0
68340eb480d3588bea3143f2,15775153,630,0
68340eb480d3588bea3143f3,15603925,779,0
68340eb480d3588bea3143f4,15680970,611,0
68340eb480d3588bea3143f5,15697183,685,0
68340eb480d3588bea3143f6,15567446,646,0
68340eb480d3588bea3143f7,15637476,683,1
68340eb480d3588bea3143f8,15714939,484,0
68340eb480d3588bea3143f9,15683503,601,1
68340eb480d3588bea3143fa,15645569,762,0
68340eb480d3588bea3143fb,15782569,687,0
68340eb480d3588bea3143fc,15592387,566,1
68340eb480d3588bea3143fd,15609286,702,0
68340eb480d3588bea3143fe,15814035,601,0
68340eb480d3588bea3143ff,15661249,699,0
68340eb480d3588bea314400,15629117,584,0
68340eb480d3588bea314401,15607170,699,0
68340eb480d3588bea314402,15586585,698,0
68340eb480d3588bea314403,15686611,495,0
68340eb480d3588bea314404,15603203,650,0
68340eb480d3588bea314405,15619857,605,0
68340eb480d3588bea314406,15805062,667,0
68340eb480d3588bea314407,15660271,688,0
68340eb480d3588bea314408,15745295,727,1
68340eb480d3588bea314409,15719352,754,0
68340eb480d3588bea31440a,15766575,612,1
68340eb480d3588bea31440b,15594594,546,0
68340eb480d3588bea31440c,15646161,673,0
68340eb480d3588bea31440d,15682585,593,0
68340eb480d3588bea31440e,15603134,656,0
68340eb480d3588bea31440f,15636444,535,0
68340eb480d3588bea314410,15773456,678,0
68340eb480d3588bea314411,15745307,477,0
68340eb480d3588bea314412,15604119,850,0
68340eb480d3588bea314413,15626900,427,0
68340eb480d3588bea314414,15605447,752,0
68340eb480d3588bea314415,15589030,649,0
68340eb480d3588bea314416,15692463,799,0
68340eb480d3588bea314417,15712403,589,1
68340eb480d3588bea314418,15811762,583,1
